job_position_name,matched_score,predicted_score
Database Administrator (DBA),0.826666667,0.8384786286598015
"Manager- Human Resource Management (HRM)
",0.85,0.838389769929738
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8383655778523421
Machine Learning (ML) Engineer,0.85,0.8382881973218612
Machine Learning (ML) Engineer,0.85,0.8382468647104045
Machine Learning (ML) Engineer,0.85,0.8382278269327745
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8381024241417243
Database Administrator (DBA),0.85,0.8380709857131996
"Manager- Human Resource Management (HRM)
",0.85,0.8378833340022738
Database Administrator (DBA),0.85,0.8376763956564769
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8375912541317325
Database Administrator (DBA),0.936666667,0.8374638055108831
Database Administrator (DBA),0.85,0.83737161311923
Sr.Officer / Executive - Internal Audit,0.85,0.8371132006665046
Machine Learning (ML) Engineer,0.85,0.8371015590933361
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8370902835116176
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8369051729827213
Asst. Manager/ Manger (Administrative),0.91,0.8368849139818992
Sr.Officer / Executive - Internal Audit,0.85,0.8368298273992797
Database Administrator (DBA),0.873333333,0.8367272738882886
AI Engineer,0.85,0.8367175573251336
Sr.Officer / Executive - Internal Audit,0.85,0.8366806613087353
"Full Stack Developer (Python,React js)",0.85,0.8366631489918793
Machine Learning (ML) Engineer,0.85,0.8366435069032306
Network Support Engineer,0.85,0.8365898153927702
Mechanical Engineer,0.906666667,0.8365728964939003
Database Administrator (DBA),0.883333333,0.8365479073426029
Machine Learning (ML) Engineer,0.85,0.836347919173353
Database Administrator (DBA),0.85,0.8361460420207671
Machine Learning (ML) Engineer,0.85,0.8360419543975136
"Full Stack Developer (Python,React js)",0.85,0.8359453421770728
Network Support Engineer,0.873333333,0.8356264485849704
Machine Learning (ML) Engineer,0.85,0.8355765733651178
"Full Stack Developer (Python,React js)",0.85,0.835476219965736
"Manager- Human Resource Management (HRM)
",0.85,0.8353866997521312
Machine Learning (ML) Engineer,0.85,0.8352928342764181
Network Support Engineer,0.85,0.8351564193337244
Sr.Officer / Executive - Internal Audit,0.85,0.8350519728914559
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8350170415183732
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8349345991319547
Database Administrator (DBA),0.85,0.8348015675078428
"Manager- Human Resource Management (HRM)
",0.85,0.8347757369086118
Machine Learning (ML) Engineer,0.85,0.834738595518547
Database Administrator (DBA),0.85,0.8347275761168499
Asst. Manager/ Manger (Administrative),0.85,0.8346171292620067
Machine Learning (ML) Engineer,0.85,0.8345105029733103
"Full Stack Developer (Python,React js)",0.85,0.8345059276179226
Machine Learning (ML) Engineer,0.85,0.8344875650064385
Machine Learning (ML) Engineer,0.883333333,0.8343091081605427
Machine Learning (ML) Engineer,0.85,0.8342926780375131
Machine Learning (ML) Engineer,0.85,0.8341415830231486
"Manager- Human Resource Management (HRM)
",0.85,0.8341008215703031
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8340320932826438
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8339736880005993
"Manager- Human Resource Management (HRM)
",0.926666667,0.8338926874157173
Machine Learning (ML) Engineer,0.85,0.83385627766322
Database Administrator (DBA),0.85,0.8338333369357259
Machine Learning (ML) Engineer,0.85,0.8336925193426968
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8336600189414031
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8336225114963703
Sr.Officer / Executive - Internal Audit,0.85,0.8335497379449626
Machine Learning (ML) Engineer,0.816666667,0.8334486261329672
"Manager- Human Resource Management (HRM)
",0.85,0.8333828736002733
AI Engineer,0.85,0.8333305891717337
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8332015415709775
"Manager- Human Resource Management (HRM)
",0.85,0.8331633922846475
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8331230019853982
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8330810484115645
Asst. Manager/ Manger (Administrative),0.85,0.8330651908887209
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8327471812106477
"Manager- Human Resource Management (HRM)
",0.893333333,0.8327441370377823
Asst. Manager/ Manger (Administrative),0.85,0.8326057119721987
Database Administrator (DBA),0.85,0.8324058854852879
Executive/ Sr. Executive -IT,0.85,0.8323910196178217
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8323752063003074
Machine Learning (ML) Engineer,0.85,0.8323135414530589
"Manager- Human Resource Management (HRM)
",0.85,0.832263997160764
AI Engineer,0.85,0.8319738624002448
Database Administrator (DBA),0.85,0.8318966547882466
"Manager- Human Resource Management (HRM)
",0.85,0.8318405352766125
"Full Stack Developer (Python,React js)",0.85,0.8316998928774678
AI Engineer,0.65,0.8316541426250613
Asst. Manager/ Manger (Administrative),0.883333333,0.8316059541345286
Machine Learning (ML) Engineer,0.85,0.8314762733592317
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.831473616925562
Machine Learning (ML) Engineer,0.85,0.8314103588657583
Machine Learning (ML) Engineer,0.85,0.831367967344236
Senior Software Engineer,0.85,0.8313362045635913
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8313114190733892
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8311883307792901
"Full Stack Developer (Python,React js)",0.85,0.8311842686100663
Sr.Officer / Executive - Internal Audit,0.85,0.8311339657919277
Machine Learning (ML) Engineer,0.85,0.8310991048468614
"Manager- Human Resource Management (HRM)
",0.85,0.8309279591630958
Machine Learning (ML) Engineer,0.85,0.8309115155476305
Sr.Officer / Executive - Internal Audit,0.85,0.8308914441279208
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.830740299115524
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8307255914211854
Database Administrator (DBA),0.85,0.8306532658980894
Database Administrator (DBA),0.85,0.830652963745479
"Manager- Human Resource Management (HRM)
",0.85,0.8305723078252606
Machine Learning (ML) Engineer,0.873333333,0.8305020585381903
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8304486344439257
Asst. Manager/ Manger (Administrative),0.883333333,0.8303628015653377
AI Engineer,0.85,0.8303365647292782
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8302892953893329
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8302387421486769
Asst. Manager/ Manger (Administrative),0.85,0.8301446196344441
Intern (Generative AI Engineering - 2D/3D Image Generation),0.906666667,0.8300392176870578
Asst. Manager/ Manger (Administrative),0.923333333,0.8300240524544472
Machine Learning (ML) Engineer,0.85,0.8299627763723735
Machine Learning (ML) Engineer,0.85,0.8299341013232585
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8298689539786962
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.895,0.829799625176907
Machine Learning (ML) Engineer,0.893333333,0.8297778403948707
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8297734820886818
Database Administrator (DBA),0.85,0.8296829180363655
Machine Learning (ML) Engineer,0.893333333,0.8296774467590692
Machine Learning (ML) Engineer,0.85,0.8296210598479451
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.829595049607006
Database Administrator (DBA),0.76,0.8294159723185451
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8294060697692295
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8293711438436833
Executive - VAT,0.85,0.8292989214835872
AI Engineer,0.85,0.8291993813399422
Database Administrator (DBA),0.85,0.8290806449689309
Machine Learning (ML) Engineer,0.85,0.8289741548608667
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8289666798854072
Machine Learning (ML) Engineer,0.85,0.8289610550737448
Intern (Generative AI Engineering - 2D/3D Image Generation),0.816666667,0.828938229568772
Machine Learning (ML) Engineer,0.85,0.8287721539064827
Machine Learning (ML) Engineer,0.816666667,0.8287287990065164
Database Administrator (DBA),0.85,0.8286738374322582
Machine Learning (ML) Engineer,0.85,0.8286378587408113
Machine Learning (ML) Engineer,0.883333333,0.8285915638279878
"Full Stack Developer (Python,React js)",0.85,0.8285452187488214
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8283285534273174
Database Administrator (DBA),0.85,0.8282828861319733
Database Administrator (DBA),0.85,0.8282707426674537
Database Administrator (DBA),0.85,0.8281281580604765
Database Administrator (DBA),0.85,0.8281258491210279
Database Administrator (DBA),0.85,0.8281197442828857
Intern (Generative AI Engineering - 2D/3D Image Generation),0.826666667,0.8280895961774518
"Full Stack Developer (Python,React js)",0.85,0.8280752501686479
Machine Learning (ML) Engineer,0.85,0.8280609139007776
Database Administrator (DBA),0.85,0.8280297711114925
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8280165397286009
Machine Learning (ML) Engineer,0.85,0.8279723596370377
"Manager- Human Resource Management (HRM)
",0.883333333,0.8279379634202965
AI Engineer,0.85,0.8279178468746671
AI Engineer,0.85,0.827900200245541
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.783333333,0.8278072462806235
Intern (Generative AI Engineering - 2D/3D Image Generation),0.783333333,0.8277569705117722
Asst. Manager/ Manger (Administrative),0.893333333,0.8276596265938017
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8275968723023153
Database Administrator (DBA),0.85,0.827537119831659
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8274046485290462
"Manager- Human Resource Management (HRM)
",0.85,0.8273583060169138
Network Support Engineer,0.85,0.8273241552478173
Asst. Manager/ Manger (Administrative),0.883333333,0.827312319354159
Executive/ Sr. Executive -IT,0.85,0.8272516791803595
Database Administrator (DBA),0.85,0.8271968894926218
AI Engineer,0.85,0.8271933016339059
Database Administrator (DBA),0.85,0.8271413668054973
AI Engineer,0.85,0.82713144048912
Intern (Generative AI Engineering - 2D/3D Image Generation),0.883333333,0.827080516237125
Machine Learning (ML) Engineer,0.876666667,0.8270598166053453
"Manager- Human Resource Management (HRM)
",0.85,0.8270576890458934
Database Administrator (DBA),0.85,0.8269298774602423
Management Trainee - Mechanical,0.85,0.8269230245373408
Machine Learning (ML) Engineer,0.85,0.8268766135255582
Asst. Manager/ Manger (Administrative),0.873333333,0.8268739010948978
"Manager- Human Resource Management (HRM)
",0.85,0.8268455143768985
"Manager- Human Resource Management (HRM)
",0.85,0.8268221414835545
Database Administrator (DBA),0.816666667,0.8267238376982009
Sr.Officer / Executive - Internal Audit,0.85,0.8267172093759135
"Manager- Human Resource Management (HRM)
",0.826666667,0.8264432663868101
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8262810255498645
"Manager- Human Resource Management (HRM)
",0.793333333,0.8262663442523439
Sr.Officer / Executive - Internal Audit,0.816666667,0.8261028912404382
Database Administrator (DBA),0.826666667,0.8259942888493713
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8259729702220326
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.825906878208291
Asst. Manager/ Manger (Administrative),0.85,0.8259003449380734
Database Administrator (DBA),0.85,0.825836966101079
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8257599290541346
Network Support Engineer,0.85,0.8256177217066671
Intern (Generative AI Engineering - 2D/3D Image Generation),0.88,0.825613472352122
AI Engineer,0.85,0.825574190195555
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8255549036220419
Sr.Officer / Executive - Internal Audit,0.85,0.825440705271973
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8254399080240539
Asst. Manager/ Manger (Administrative),0.85,0.825368311667288
AI Engineer,0.85,0.8253476560847302
Machine Learning (ML) Engineer,0.85,0.8252649365038387
Machine Learning (ML) Engineer,0.883333333,0.8252290534321826
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8250609963923896
Machine Learning (ML) Engineer,0.86,0.8249661046878879
"Manager- Human Resource Management (HRM)
",0.826666667,0.824950584513097
"Full Stack Developer (Python,React js)",0.85,0.8249148179648829
AI Engineer,0.85,0.8248121809261164
Network Support Engineer,0.85,0.8247942638828291
Database Administrator (DBA),0.85,0.8245909393930765
Database Administrator (DBA),0.85,0.8245905432684707
"Full Stack Developer (Python,React js)",0.85,0.8245836572071443
Database Administrator (DBA),0.816666667,0.8244457853060497
Machine Learning (ML) Engineer,0.85,0.8243494164631489
AI Engineer,0.883333333,0.8243206188737614
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8241874433871703
"Full Stack Developer (Python,React js)",0.85,0.8238711308432628
"Full Stack Developer (Python,React js)",0.85,0.8238673654776373
Asst. Manager/ Manger (Administrative),0.816666667,0.8238619674187732
Intern (Generative AI Engineering - 2D/3D Image Generation),0.936666667,0.8236016799524875
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.876666667,0.8235211830814699
Intern (Generative AI Engineering - 2D/3D Image Generation),0.816666667,0.8235197679688614
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8235194112586831
Network Support Engineer,0.883333333,0.8235056281738554
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8234919998554112
Executive - VAT,0.85,0.8234889702449945
Executive - VAT,0.85,0.8232740501505431
Machine Learning (ML) Engineer,0.85,0.8232400424600441
Database Administrator (DBA),0.85,0.8231649482387103
Machine Learning (ML) Engineer,0.85,0.8231246165521379
AI Engineer,0.85,0.8230781435687837
Machine Learning (ML) Engineer,0.85,0.8230072475110197
AI Engineer,0.85,0.822974901103323
Machine Learning (ML) Engineer,0.85,0.82293944639823
Machine Learning (ML) Engineer,0.816666667,0.822897499264553
Database Administrator (DBA),0.85,0.8228218738377652
Machine Learning (ML) Engineer,0.85,0.8228071466275023
Asst. Manager/ Manger (Administrative),0.826666667,0.8227026023721458
Machine Learning (ML) Engineer,0.85,0.8226149752227105
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.822609237138814
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8226000016412184
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.843333333,0.822551633082696
Management Trainee - Mechanical,0.95,0.8225294631710632
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8224641414137036
AI Engineer,0.85,0.8224011485986614
Senior iOS Engineer,0.883333333,0.8223887928473038
"Full Stack Developer (Python,React js)",0.85,0.8223417486845978
Machine Learning (ML) Engineer,0.85,0.8222782791805743
Database Administrator (DBA),0.85,0.8222530134577372
"Full Stack Developer (Python,React js)",0.85,0.8221578534165337
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8221120025316081
Database Administrator (DBA),0.85,0.8219739154952898
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.783333333,0.821957933757259
Database Administrator (DBA),0.92,0.821940687977063
Database Administrator (DBA),0.85,0.8218255229818457
Machine Learning (ML) Engineer,0.826666667,0.8217980374725055
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8217922739276868
Machine Learning (ML) Engineer,0.826666667,0.8216975550013802
Mechanical Engineer,0.85,0.8215553057324956
Machine Learning (ML) Engineer,0.85,0.82149173211707
"Manager- Human Resource Management (HRM)
",0.85,0.8214695019933167
"Full Stack Developer (Python,React js)",0.85,0.8214628377603422
"Manager- Human Resource Management (HRM)
",0.85,0.8214235706592188
"Manager- Human Resource Management (HRM)
",0.85,0.8213942707650697
Sr.Officer / Executive - Internal Audit,0.85,0.8213065211913099
Database Administrator (DBA),0.85,0.8212731527684037
Database Administrator (DBA),0.85,0.821256195685237
Sr.Officer / Executive - Internal Audit,0.906666667,0.8211668297737866
Machine Learning (ML) Engineer,0.85,0.8211034793829415
"Full Stack Developer (Python,React js)",0.85,0.8210433143621745
Intern (Generative AI Engineering - 2D/3D Image Generation),0.716666667,0.8210411496201768
Machine Learning (ML) Engineer,0.783333333,0.8209227436850277
"Manager- Human Resource Management (HRM)
",0.85,0.8209090442759607
Executive/ Sr. Executive -IT,0.85,0.8208459065654417
Sr.Officer / Executive - Internal Audit,0.85,0.8208359702868069
Project Coordinator (Civil),0.85,0.8208230099847171
Network Support Engineer,0.85,0.8208027535187342
Asst. Manager/ Manger (Administrative),0.826666667,0.8208010598369423
Database Administrator (DBA),0.85,0.8206755944217192
AI Engineer,0.85,0.8206388059263202
Mechanical Engineer,0.85,0.8205984122279618
"Full Stack Developer (Python,React js)",0.85,0.8205852120469062
Database Administrator (DBA),0.783333333,0.8203824736251557
Database Administrator (DBA),0.816666667,0.8203726107713898
Database Administrator (DBA),0.85,0.8202554542862052
"Full Stack Developer (Python,React js)",0.85,0.8202402719511585
Machine Learning (ML) Engineer,0.85,0.8202018426177639
Database Administrator (DBA),0.816666667,0.8201900342188451
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.75,0.8201436115729714
Database Administrator (DBA),0.85,0.8201132299269154
Network Support Engineer,0.85,0.8200668169619602
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8200178678861767
Database Administrator (DBA),0.85,0.8199527889072915
Machine Learning (ML) Engineer,0.816666667,0.8199295784146037
Machine Learning (ML) Engineer,0.85,0.8199054965067227
Database Administrator (DBA),0.85,0.8198540288748158
Executive/ Sr. Executive -IT,0.916666667,0.8198496243738528
Database Administrator (DBA),0.85,0.819808654948266
Project Coordinator (Civil),0.85,0.8198049124114482
Machine Learning (ML) Engineer,0.85,0.81979996237167
Database Administrator (DBA),0.85,0.8195690954536144
Machine Learning (ML) Engineer,0.943333333,0.8195443151448222
Machine Learning (ML) Engineer,0.826666667,0.8195228417896548
Database Administrator (DBA),0.85,0.8194895754543081
Machine Learning (ML) Engineer,0.826666667,0.8194663794712854
Machine Learning (ML) Engineer,0.85,0.8194651927691912
Database Administrator (DBA),0.85,0.8194484460291943
Mechanical Engineer,0.85,0.8194208893964594
Database Administrator (DBA),0.816666667,0.8194044785199618
"Full Stack Developer (Python,React js)",0.85,0.8193985092734442
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8193463279152771
Machine Learning (ML) Engineer,0.85,0.8193060766011898
AI Engineer,0.85,0.8192182335567307
"Full Stack Developer (Python,React js)",0.85,0.8191665657190594
Database Administrator (DBA),0.85,0.8191518284095016
Executive/ Sr. Executive -IT,0.85,0.8191482624343314
Database Administrator (DBA),0.85,0.8190478743549698
Machine Learning (ML) Engineer,0.85,0.8190217955562596
Database Administrator (DBA),0.85,0.8189824302668877
Senior Software Engineer,0.85,0.8189710225594934
Executive - VAT,0.85,0.8189491836427196
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8189468344215418
AI Engineer,0.85,0.8189313409106466
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8189154811459144
Sr.Officer / Executive - Internal Audit,0.85,0.8188844886116116
Executive/ Sr. Executive -IT,0.826666667,0.8188609879179372
"Full Stack Developer (Python,React js)",0.85,0.8187807050305581
"Manager- Human Resource Management (HRM)
",0.793333333,0.8187386749538349
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8187355450008499
AI Engineer,0.916666667,0.8186529973551067
Database Administrator (DBA),0.85,0.8185931153442906
Senior Software Engineer,0.85,0.8185920998488226
Machine Learning (ML) Engineer,0.85,0.8185523919143696
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8185198967221451
Executive/ Sr. Executive -IT,0.85,0.8184828913278213
Management Trainee - Mechanical,0.85,0.8184590102922302
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8184430110793609
Intern (Generative AI Engineering - 2D/3D Image Generation),0.783333333,0.8183950548618382
"Manager- Human Resource Management (HRM)
",0.85,0.8183918643734636
Database Administrator (DBA),0.85,0.8183488880905384
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.826666667,0.8183374541253791
"Manager- Human Resource Management (HRM)
",0.816666667,0.8182856513616517
Database Administrator (DBA),0.716666667,0.8182807461481367
Database Administrator (DBA),0.783333333,0.8182778663092573
Sr.Officer / Executive - Internal Audit,0.816666667,0.8181948995313132
Network Support Engineer,0.85,0.8181648520612281
Machine Learning (ML) Engineer,0.85,0.8181556485969241
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8181444964721778
Machine Learning (ML) Engineer,0.85,0.8181382093445719
Machine Learning (ML) Engineer,0.85,0.8181254250543581
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8181230399790903
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.936666667,0.8180507154452669
Senior iOS Engineer,0.826666667,0.8180286051381586
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8180007811653516
Database Administrator (DBA),0.85,0.8178369094638468
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8178204873457323
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8177742278905284
Asst. Manager/ Manger (Administrative),0.85,0.8177728331875707
Mechanical Designer,0.85,0.817708277388153
"Full Stack Developer (Python,React js)",0.85,0.8176660861394203
Machine Learning (ML) Engineer,0.85,0.8176539192325601
Machine Learning (ML) Engineer,0.85,0.817505532772746
"Full Stack Developer (Python,React js)",0.85,0.817260339080896
Machine Learning (ML) Engineer,0.85,0.8172573528494174
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8172462093843632
Asst. Manager/ Manger (Administrative),0.816666667,0.8172313435491296
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.8172213949030487
"Manager- Human Resource Management (HRM)
",0.85,0.817196995049766
Machine Learning (ML) Engineer,0.893333333,0.817118348321717
"Manager- Human Resource Management (HRM)
",0.85,0.8170754590386101
Database Administrator (DBA),0.85,0.817018978918518
AI Engineer,0.85,0.8169889496606815
Database Administrator (DBA),0.816666667,0.8169705368420743
"Manager- Human Resource Management (HRM)
",0.85,0.8169406835552486
Database Administrator (DBA),0.85,0.8168611070568778
Network Support Engineer,0.85,0.816832610786522
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.8168275528129919
Network Support Engineer,0.85,0.8168207694851929
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.8166610104192095
Senior iOS Engineer,0.85,0.8166225189407436
Machine Learning (ML) Engineer,0.826666667,0.816507002153239
Sr.Officer / Executive - Internal Audit,0.85,0.81646841347369
Executive/ Sr. Executive -IT,0.85,0.816448935161022
Network Support Engineer,0.85,0.8162919527602825
