job_position_name,predicted_score
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7961664730830571
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7959707943492003
Data Engineer,0.7958140203828092
Data Science Engineer,0.7957590213605577
Senior Software Engineer,0.7954993681710676
AI Engineer,0.7950835872461466
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7945629117052446
Machine Learning (ML) Engineer,0.7944134743228661
Business Development Executive,0.7943915952860872
Management Trainee - Mechanical,0.7942761543392046
AI Engineer,0.794143301422934
Senior Software Engineer,0.7937259484598105
Executive/ Sr. Executive -IT,0.7937134261138263
Machine Learning (ML) Engineer,0.7934689222181949
Machine Learning (ML) Engineer,0.7934304452753579
Data Science Engineer,0.7929951821630493
Machine Learning (ML) Engineer,0.7928686550725407
Executive/ Sr. Executive -IT,0.7925763013052144
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.7922135150779513
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7922100895548936
Senior Software Engineer,0.7921636743364125
Machine Learning (ML) Engineer,0.7920740369441897
Data Engineer,0.7908868446676336
Senior Software Engineer,0.7908696443908827
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7901467885686513
HR Officer,0.790113529047819
Senior Software Engineer,0.7895780133223981
Senior Software Engineer,0.7894988613492124
Mechanical Engineer,0.7892359249991048
Data Science Engineer,0.7891391836411832
Senior Software Engineer,0.7889186093800918
Management Trainee - Mechanical,0.7884020402251268
Executive/ Sr. Executive -IT,0.7881340638964681
Senior Software Engineer,0.7881308862289891
Senior Software Engineer,0.788101590547023
Machine Learning (ML) Engineer,0.7880532608422162
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7880409137530756
Machine Learning (ML) Engineer,0.7878460618593583
AI Engineer,0.7878093400153924
Senior Software Engineer,0.7866798010375345
Machine Learning (ML) Engineer,0.786655176479502
Machine Learning (ML) Engineer,0.7865306072874798
Mechanical Engineer,0.7860667661187721
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7860529075055012
Senior Software Engineer,0.7859425509638388
Senior Software Engineer,0.7849750139426828
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.7849257085981782
Intern (Generative AI Engineering - 2D/3D Image Generation),0.784270054921789
Site Engineer,0.7842605398242549
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7841548584583464
Executive/ Sr. Executive -IT,0.7841453411384074
Data Engineer,0.783830812267676
Machine Learning (ML) Engineer,0.7836806475564586
AI Engineer,0.783181701577776
Machine Learning (ML) Engineer,0.7830605990776933
Data Engineer,0.7829499287396763
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7828940267921883
Data Engineer,0.7828514132868027
AI Engineer,0.7825223261768739
Data Science Engineer,0.7823196478040693
Data Science Engineer,0.7822642613911361
Executive/ Sr. Executive -IT,0.7821694451241694
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7820759058996883
Machine Learning (ML) Engineer,0.7820174325958524
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7818889795606202
Machine Learning (ML) Engineer,0.7818658600388178
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7817485867171391
Executive/ Sr. Executive -IT,0.7816903293091391
Data Engineer,0.7814053067376309
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7813840903055078
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.7813258557490421
Management Trainee - Mechanical,0.7812806992130036
Machine Learning (ML) Engineer,0.7812516685945206
Senior Software Engineer,0.7811399507326092
Executive/ Sr. Executive -IT,0.7810716393701604
Data Science Engineer,0.7808549706299994
Data Engineer,0.7808244507379066
Machine Learning (ML) Engineer,0.7805406999059626
Executive/ Sr. Executive -IT,0.7802122824437774
Data Science Engineer,0.7800525939420413
Senior Software Engineer,0.7799859633335512
Senior Software Engineer,0.779560419579344
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7795108750287592
Machine Learning (ML) Engineer,0.7794257686972219
Data Engineer,0.7793449086432644
Machine Learning (ML) Engineer,0.7792259117673238
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7792206076490027
Machine Learning (ML) Engineer,0.7791775312249226
Mechanical Designer,0.7790829913851132
Intern (Generative AI Engineering - 2D/3D Image Generation),0.779078522514256
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7790274560387707
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7788413508518874
HR Officer,0.7788265814464786
Database Administrator (DBA),0.7787914173156925
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7786562878131222
Executive/ Sr. Executive -IT,0.7779878310234036
Machine Learning (ML) Engineer,0.7779330727262285
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7779325423539695
Data Engineer,0.777917185084061
Marketing Officer,0.777912051360555
Civil Engineer,0.7778922669569146
AI Engineer,0.7775343830359482
Machine Learning (ML) Engineer,0.7774720617026701
AI Engineer,0.7774087213254304
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7773296358022748
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7770647908020841
Machine Learning (ML) Engineer,0.7769681999039137
Machine Learning (ML) Engineer,0.7768657264385425
Machine Learning (ML) Engineer,0.7767156968265969
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7766419340798475
Machine Learning (ML) Engineer,0.7765771301749029
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7762367944123746
Machine Learning (ML) Engineer,0.7757115665312423
Intern (Generative AI Engineering - 2D/3D Image Generation),0.775699412660101
Data Science Engineer,0.7756868942308939
Senior Software Engineer,0.7754015727971308
Executive/ Sr. Executive -IT,0.7751440086773278
Management Trainee - Mechanical,0.7748939618651118
Data Engineer,0.7748886555597054
Executive/ Sr. Executive -IT,0.7748533700002858
Senior Software Engineer,0.7748290797356554
Executive/ Sr. Executive -IT,0.7745887230648068
Machine Learning (ML) Engineer,0.7745501645587195
Data Science Engineer,0.7745499831722296
Senior Software Engineer,0.7745494725270234
Site Engineer,0.7744100963199528
Mechanical Engineer,0.7739712853178993
"Full Stack Developer (Python,React js)",0.7737753865930173
Executive/ Sr. Executive -IT,0.7734279172878409
Senior Software Engineer,0.7731086232719835
Executive/ Sr. Executive -IT,0.7730408143458294
Civil Engineer,0.7728192118954438
Machine Learning (ML) Engineer,0.772678897610215
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7725826032587833
Senior Software Engineer,0.7723005005668901
Executive/ Sr. Executive -IT,0.7720982339218336
Senior Software Engineer,0.7719009997663915
Machine Learning (ML) Engineer,0.7717496367832929
Marketing Officer,0.7717119282229615
Senior Software Engineer,0.7716031666723312
Executive/ Sr. Executive -IT,0.771446826038348
Data Engineer,0.7713923882885579
Senior Software Engineer,0.7713658520089718
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7713161299865776
Business Development Executive,0.77126655669018
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7712471904375104
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7710418711655896
Executive - VAT,0.7707681364498012
Executive/ Sr. Executive -IT,0.7704621643095138
Management Trainee - Mechanical,0.7702949300877542
Senior Software Engineer,0.7702182300351802
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7702033789694183
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7701715594449047
Data Science Engineer,0.7700805171361147
Database Administrator (DBA),0.7699334766784129
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7698688480142604
Executive/ Sr. Executive -IT,0.769593199638759
Machine Learning (ML) Engineer,0.7694990490614235
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7693187704459777
Senior iOS Engineer,0.7691080568448563
Network Support Engineer,0.768988683962166
AI Engineer,0.768963825746617
Senior Software Engineer,0.7686570744939102
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7686006350725245
Management Trainee - Mechanical,0.768588728582823
Senior Software Engineer,0.7684401505254066
Machine Learning (ML) Engineer,0.7684143832585735
HR Officer,0.7683232850890331
Machine Learning (ML) Engineer,0.7682341370850716
Senior Software Engineer,0.7682211810625873
Machine Learning (ML) Engineer,0.7681589104157153
Executive/ Sr. Executive -IT,0.7680747123107498
Civil Engineer,0.7677528358550542
Senior Software Engineer,0.7675334346708589
AI Engineer,0.7675203420232568
AI Engineer,0.7674234300923569
Executive/ Sr. Executive -IT,0.7670784334896608
Management Trainee - Mechanical,0.7669397051229289
Management Trainee - Mechanical,0.7669073090290317
Machine Learning (ML) Engineer,0.7666460109499681
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7664858181773817
Machine Learning (ML) Engineer,0.7664113029827837
Executive/ Sr. Executive -IT,0.7661957672303269
HR Officer,0.7661234515163917
Machine Learning (ML) Engineer,0.7658117887370823
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7657736983545439
AI Engineer,0.7657595950590637
Machine Learning (ML) Engineer,0.765660147725437
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7655958591387945
Project Coordinator (Civil),0.7655537029829103
Machine Learning (ML) Engineer,0.7653361031324986
Executive/ Sr. Executive -IT,0.7652365716449038
Data Engineer,0.7652184036695685
Executive/ Sr. Executive -IT,0.7651264133804947
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7650076533618043
Civil Engineer,0.7649649897124831
Business Development Executive,0.7649281550125799
Marketing Officer,0.7646773902130742
Machine Learning (ML) Engineer,0.7646086809147842
"Full Stack Developer (Python,React js)",0.7643489611059581
"Full Stack Developer (Python,React js)",0.7643171610935969
Executive/ Sr. Executive -IT,0.7642681468232896
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7642284186231739
Machine Learning (ML) Engineer,0.7641866436612968
Marketing Officer,0.7641099416567991
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7636895067772307
Executive/ Sr. Executive -IT,0.7636455098161976
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7636425827028386
Machine Learning (ML) Engineer,0.7634570699235097
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7634519176154293
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.7632956895135592
Senior Software Engineer,0.7631500181671715
Machine Learning (ML) Engineer,0.7631444471535856
Executive/ Sr. Executive -IT,0.7629374463105847
Mechanical Engineer,0.7628282726242924
Data Engineer,0.7628213120361
Machine Learning (ML) Engineer,0.7626299086960999
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7626174029155051
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7625027370685422
Senior Software Engineer,0.7624939681147105
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.7624231806907535
Senior Software Engineer,0.7622893824572871
Senior Software Engineer,0.7622626341953189
Data Science Engineer,0.7622261217686889
Senior Software Engineer,0.7620887501859769
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7619695784182559
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7618601777594323
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7618491031935123
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7618359322588089
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7617821709722549
Data Science Engineer,0.7616171415737382
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7614628510526571
Management Trainee - Mechanical,0.7614526150041875
Senior Software Engineer,0.7612946545858872
Senior Software Engineer,0.7610924049019487
Civil Engineer,0.760959353640941
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7609399169213009
Senior Software Engineer,0.7608484187288981
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7607301652785473
Data Science Engineer,0.7607300996800197
Database Administrator (DBA),0.7606784671508913
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7606575090331669
Senior Software Engineer,0.7605573721913912
Senior Software Engineer,0.7604566700035675
Intern (Generative AI Engineering - 2D/3D Image Generation),0.760285087258691
Executive/ Sr. Executive -IT,0.7601692048933066
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7601544040337387
Management Trainee - Mechanical,0.7599677691002157
Executive/ Sr. Executive -IT,0.7595496519568898
Management Trainee - Mechanical,0.7595226404249509
Senior Software Engineer,0.7595224557083707
Data Science Engineer,0.7593445124786434
Data Science Engineer,0.7591648038081684
Machine Learning (ML) Engineer,0.75911551463433
AI Engineer,0.7590525815872509
Senior Software Engineer,0.7590455982309515
Executive - VAT,0.7589247880960343
Executive/ Sr. Executive -IT,0.7588988255887448
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7588464783498644
Senior Software Engineer,0.7587465603584715
Executive/ Sr. Executive -IT,0.758608046177591
Machine Learning (ML) Engineer,0.7585091564439475
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7584466174302728
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7584375412390196
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7584338139173543
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7581703827451783
Executive/ Sr. Executive -IT,0.758102517533889
Executive/ Sr. Executive -IT,0.7580505502067967
Machine Learning (ML) Engineer,0.7580071350386173
Database Administrator (DBA),0.7579922135935666
AI Engineer,0.7579211839269191
Data Science Engineer,0.7578192922690445
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.7577735912042728
Intern (Generative AI Engineering - 2D/3D Image Generation),0.757633719137951
Mechanical Engineer,0.7575726840774997
Project Coordinator (Civil),0.7575466351377416
Senior Software Engineer,0.7575240336944966
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7575146690102785
Data Science Engineer,0.7572812186809719
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7571555138131377
Senior Software Engineer,0.7570793323666839
Senior Software Engineer,0.7570558414288862
Mechanical Designer,0.7570340479392788
Intern (Generative AI Engineering - 2D/3D Image Generation),0.756945585818565
Senior Software Engineer,0.7568250684148564
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.7564341867369204
Management Trainee - Mechanical,0.7564155230663239
Asst. Manager/ Manger (Administrative),0.7563939797529684
Business Development Executive,0.7562782937275088
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7562700740368508
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7562233514565835
Machine Learning (ML) Engineer,0.7562114312964461
Machine Learning (ML) Engineer,0.7561473518402685
Intern (Generative AI Engineering - 2D/3D Image Generation),0.756073905085662
Management Trainee - Mechanical,0.7559109722822466
Machine Learning (ML) Engineer,0.7558828783754102
Senior Software Engineer,0.7556461573026929
Senior Software Engineer,0.7556107741555544
Machine Learning (ML) Engineer,0.7555752596047914
Machine Learning (ML) Engineer,0.7554557635963668
Data Engineer,0.7554248188384202
AI Engineer,0.7552573815482654
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7551379762952448
Intern (Generative AI Engineering - 2D/3D Image Generation),0.755012107862183
Network Support Engineer,0.7548982932287562
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7547316373954842
Machine Learning (ML) Engineer,0.754661727089547
Machine Learning (ML) Engineer,0.7546199841565726
Executive/ Sr. Executive -IT,0.7545834149994212
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7544680781960503
Machine Learning (ML) Engineer,0.7544182813892979
Senior Software Engineer,0.753946649574909
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7539429316193669
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7538440386515204
Machine Learning (ML) Engineer,0.7537684194308197
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7536907990201004
Senior Software Engineer,0.753650777071257
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7535748616606572
Machine Learning (ML) Engineer,0.7535500879299036
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7534784753930742
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7534781844469487
Intern (Generative AI Engineering - 2D/3D Image Generation),0.75337519859261
Senior Software Engineer,0.7533706464979508
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7533220416355624
Executive/ Sr. Executive -IT,0.7532452997656325
"Full Stack Developer (Python,React js)",0.7532014624571989
Machine Learning (ML) Engineer,0.7531933457541795
Machine Learning (ML) Engineer,0.7531247732687182
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7530028356159337
Project Coordinator (Civil),0.7529083950944102
Data Science Engineer,0.7527979757578802
Management Trainee - Mechanical,0.7527950051557547
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7526178374687065
Senior Software Engineer,0.7525827331984098
Data Science Engineer,0.7525289271496971
Machine Learning (ML) Engineer,0.7524709451994209
Data Engineer,0.7523434470565712
Machine Learning (ML) Engineer,0.7522764656508043
AI Engineer,0.7522273245583984
Management Trainee - Mechanical,0.7519014165215456
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7518276689771349
Senior Software Engineer,0.7517445525601428
Data Science Engineer,0.7516903597757654
Executive/ Sr. Executive -IT,0.751681751699356
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7515213042005193
Senior iOS Engineer,0.751351358306911
Management Trainee - Mechanical,0.7513051486077439
Executive/ Sr. Executive -IT,0.7511333622597129
Data Science Engineer,0.7511111334063382
Senior Software Engineer,0.7510330760012206
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7510263966106819
Senior Software Engineer,0.751007967478731
Executive/ Sr. Executive -IT,0.7509738302929228
Data Science Engineer,0.7506717220285559
Intern (Generative AI Engineering - 2D/3D Image Generation),0.750580543245748
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.7505094780656151
Data Science Engineer,0.7504747031376655
Data Engineer,0.7504002811424231
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7502942340278896
Executive/ Sr. Executive -IT,0.750092209407153
Executive/ Sr. Executive -IT,0.7499532214025422
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7499159566096641
Management Trainee - Mechanical,0.7497874811829932
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7497384406183994
Executive/ Sr. Executive -IT,0.7494033882017075
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7494033439646366
Management Trainee - Mechanical,0.7494025752141256
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7493318776735681
Data Science Engineer,0.749268212159184
Civil Engineer,0.7491464829151451
Executive/ Sr. Executive -IT,0.7491397167781286
Senior Software Engineer,0.7491100693557942
AI Engineer,0.7490627038410582
Data Science Engineer,0.7490456126498836
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.7489420254046324
"Full Stack Developer (Python,React js)",0.74887391394948
Machine Learning (ML) Engineer,0.7487343706082268
Executive/ Sr. Executive -IT,0.7486580868359498
Senior Software Engineer,0.7484872671014292
Mechanical Engineer,0.7484766029839587
Data Science Engineer,0.7484627380929415
AI Engineer,0.7483338310928906
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7483257565762683
Senior Software Engineer,0.7482306903424879
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7482141005387403
Executive - VAT,0.7481724437675223
Management Trainee - Mechanical,0.7481441826345272
AI Engineer,0.748111789104355
Intern (Generative AI Engineering - 2D/3D Image Generation),0.748038785360893
Data Engineer,0.7479310372803516
Database Administrator (DBA),0.747911482331997
Data Science Engineer,0.7478705522641416
Machine Learning (ML) Engineer,0.7478658212792819
Senior Software Engineer,0.7478094043486114
Executive/ Sr. Executive -IT,0.7477701641004699
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7477025786915854
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7476458103321969
Machine Learning (ML) Engineer,0.7476040876515917
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7475810481470075
Machine Learning (ML) Engineer,0.7475497815251193
"Manager- Human Resource Management (HRM)
",0.7475442302175179
Senior Software Engineer,0.7475333788200083
Data Science Engineer,0.7474547850072599
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7474377380825385
Executive - VAT,0.7474325945704696
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7473586770771787
Executive/ Sr. Executive -IT,0.7473315008561587
Management Trainee - Mechanical,0.7472915082339079
Intern (Generative AI Engineering - 2D/3D Image Generation),0.747281240616185
Machine Learning (ML) Engineer,0.7472238918086936
HR Officer,0.7471976733081841
Intern (Generative AI Engineering - 2D/3D Image Generation),0.7470535184276439
Intern (Generative AI Engineering - 2D/3D Image Generation),0.747006404619991
Mechanical Engineer,0.7469468718841022
